id,asset,year,scenario,period_block_start,period_block_end,solution
1,hydro_reservoir,2030,0,1,1,202.1388346592881
2,hydro_reservoir,2030,0,2,2,202.17248214374817
3,hydro_reservoir,2030,0,3,3,202.2298569047779
4,hydro_reservoir,2030,0,4,4,202.52562486010945
5,hydro_reservoir,2030,0,5,5,202.92934515942386
6,hydro_reservoir,2030,0,6,6,203.54651740820555
7,hydro_reservoir,2030,0,7,7,203.84001823065725
8,hydro_reservoir,2030,0,8,8,204.1300565543225
9,hydro_reservoir,2030,0,9,9,204.70881956860111
10,hydro_reservoir,2030,0,10,10,205.06308323021753
11,hydro_reservoir,2030,0,11,11,205.84925199888264
12,hydro_reservoir,2030,0,12,12,206.8630429909533
13,hydro_reservoir,2030,0,13,13,207.5175800708649
14,hydro_reservoir,2030,0,14,14,207.56629448484406
15,hydro_reservoir,2030,0,15,15,207.6773034327068
16,hydro_reservoir,2030,0,16,16,208.01596543430517
17,hydro_reservoir,2030,0,17,17,208.94915727103032
18,hydro_reservoir,2030,0,18,18,210.0350028886119
19,hydro_reservoir,2030,0,19,19,210.89176836809895
20,hydro_reservoir,2030,0,20,20,211.82205505499545
21,hydro_reservoir,2030,0,21,21,212.67391333510994
22,hydro_reservoir,2030,0,22,22,213.42226799387774
23,hydro_reservoir,2030,0,23,23,214.0288092791164
24,hydro_reservoir,2030,0,24,24,214.5995191664152
25,hydro_reservoir,2030,0,25,25,215.3181856243141
26,hydro_reservoir,2030,0,26,26,215.95186939160658
27,hydro_reservoir,2030,0,27,27,216.49525670121193
28,hydro_reservoir,2030,0,28,28,217.32398086413718
29,hydro_reservoir,2030,0,29,29,218.1484937377299
30,hydro_reservoir,2030,0,30,30,218.45153888624708
31,hydro_reservoir,2030,0,31,31,218.7970362866011
32,hydro_reservoir,2030,0,32,32,219.03229774919984
33,hydro_reservoir,2030,0,33,33,219.27698206725987
34,hydro_reservoir,2030,0,34,34,219.6910836213744
35,hydro_reservoir,2030,0,35,35,219.82081054671966
36,hydro_reservoir,2030,0,36,36,219.7411276349704
37,hydro_reservoir,2030,0,37,37,219.87296044605927
38,hydro_reservoir,2030,0,38,38,220.22941926075165
39,hydro_reservoir,2030,0,39,39,220.84744359797793
40,hydro_reservoir,2030,0,40,40,221.40041820701072
41,hydro_reservoir,2030,0,41,41,221.60096669987732
42,hydro_reservoir,2030,0,42,42,221.82533881261455
43,hydro_reservoir,2030,0,43,43,221.9341399832173
44,hydro_reservoir,2030,0,44,44,222.28105648448923
45,hydro_reservoir,2030,0,45,45,222.82159160975428
46,hydro_reservoir,2030,0,46,46,223.21712327217872
47,hydro_reservoir,2030,0,47,47,223.28950271513855
48,hydro_reservoir,2030,0,48,48,223.53637561095294
49,hydro_reservoir,2030,0,49,49,223.71326872649163
50,hydro_reservoir,2030,0,50,50,223.93867289013923
51,hydro_reservoir,2030,0,51,51,224.236730832426
52,hydro_reservoir,2030,0,52,52,224.67100409226597
53,hydro_reservoir,2030,0,53,53,224.99677540494332
54,hydro_reservoir,2030,0,54,54,225.49272950392796
55,hydro_reservoir,2030,0,55,55,226.41867111345735
56,hydro_reservoir,2030,0,56,56,227.54088896316662
57,hydro_reservoir,2030,0,57,57,228.49690641698717
58,hydro_reservoir,2030,0,58,58,229.0086491534446
59,hydro_reservoir,2030,0,59,59,229.1867096497313
60,hydro_reservoir,2030,0,60,60,229.72695417071643
61,hydro_reservoir,2030,0,61,61,230.44962234235703
62,hydro_reservoir,2030,0,62,62,231.50684761598745
63,hydro_reservoir,2030,0,63,63,232.28079686713096
64,hydro_reservoir,2030,0,64,64,232.9493558149038
65,hydro_reservoir,2030,0,65,65,233.29898994632552
66,hydro_reservoir,2030,0,66,66,233.48355371986582
67,hydro_reservoir,2030,0,67,67,233.80665036966894
68,hydro_reservoir,2030,0,68,68,233.9187039386133
69,hydro_reservoir,2030,0,69,69,234.34642808576262
70,hydro_reservoir,2030,0,70,70,234.82671230057912
71,hydro_reservoir,2030,0,71,71,235.42371776851977
72,hydro_reservoir,2030,0,72,72,235.6974587083429
73,hydro_reservoir,2030,0,73,73,235.9305517767215
74,hydro_reservoir,2030,0,74,74,236.12176252687746
75,hydro_reservoir,2030,0,75,75,236.37822216304878
76,hydro_reservoir,2030,0,76,76,236.52005220483022
77,hydro_reservoir,2030,0,77,77,236.6943166746555
78,hydro_reservoir,2030,0,78,78,236.50416445182614
79,hydro_reservoir,2030,0,79,79,236.4444725850935
80,hydro_reservoir,2030,0,80,80,236.24249941795372
81,hydro_reservoir,2030,0,81,81,236.19949848887057
82,hydro_reservoir,2030,0,82,82,236.02753701640538
83,hydro_reservoir,2030,0,83,83,235.97081383798243
84,hydro_reservoir,2030,0,84,84,236.0608819317225
85,hydro_reservoir,2030,0,85,85,235.77471685044475
86,hydro_reservoir,2030,0,86,86,235.80325297085753
87,hydro_reservoir,2030,0,87,87,235.77404910120836
88,hydro_reservoir,2030,0,88,88,235.8786264731083
89,hydro_reservoir,2030,0,89,89,236.17786241980752
90,hydro_reservoir,2030,0,90,90,236.04737339043515
91,hydro_reservoir,2030,0,91,91,235.94963412395762
92,hydro_reservoir,2030,0,92,92,235.70639019297894
93,hydro_reservoir,2030,0,93,93,235.44919938974098
94,hydro_reservoir,2030,0,94,94,235.31735843117184
95,hydro_reservoir,2030,0,95,95,235.097476472428
96,hydro_reservoir,2030,0,96,96,234.81114489189582
97,hydro_reservoir,2030,0,97,97,234.5146192172399
98,hydro_reservoir,2030,0,98,98,234.25581787083036
99,hydro_reservoir,2030,0,99,99,233.92684301189578
100,hydro_reservoir,2030,0,100,100,233.56884292168306
101,hydro_reservoir,2030,0,101,101,233.30335393565076
102,hydro_reservoir,2030,0,102,102,232.9836859028931
103,hydro_reservoir,2030,0,103,103,232.85701804149306
104,hydro_reservoir,2030,0,104,104,232.98601265345278
105,hydro_reservoir,2030,0,105,105,233.02058600489318
106,hydro_reservoir,2030,0,106,106,232.97790286058066
