id,asset,year,scenario,period_block_start,period_block_end,solution
1,hydro_reservoir,2030,0,1,1,202.169688952005
2,hydro_reservoir,2030,0,2,2,201.5633066032056
3,hydro_reservoir,2030,0,3,3,201.12962650727246
4,hydro_reservoir,2030,0,4,4,201.16499571952906
5,hydro_reservoir,2030,0,5,5,201.71532019417765
6,hydro_reservoir,2030,0,6,6,202.48638954723987
7,hydro_reservoir,2030,0,7,7,202.39435118240817
8,hydro_reservoir,2030,0,8,8,202.21065551915865
9,hydro_reservoir,2030,0,9,9,202.6560275692479
10,hydro_reservoir,2030,0,10,10,202.60977735824898
11,hydro_reservoir,2030,0,11,11,203.46522831448502
12,hydro_reservoir,2030,0,12,12,204.69786627140004
13,hydro_reservoir,2030,0,13,13,205.66253154017127
14,hydro_reservoir,2030,0,14,14,205.00958382204828
15,hydro_reservoir,2030,0,15,15,204.4422020708698
16,hydro_reservoir,2030,0,16,16,205.28264398222197
17,hydro_reservoir,2030,0,17,17,206.4831620123348
18,hydro_reservoir,2030,0,18,18,208.05162636203485
19,hydro_reservoir,2030,0,19,19,209.2671993525335
20,hydro_reservoir,2030,0,20,20,210.68377868751844
21,hydro_reservoir,2030,0,21,21,211.94345210755006
22,hydro_reservoir,2030,0,22,22,213.15954012985344
23,hydro_reservoir,2030,0,23,23,213.74115537741926
24,hydro_reservoir,2030,0,24,24,214.6269918321476
25,hydro_reservoir,2030,0,25,25,215.81898409188864
26,hydro_reservoir,2030,0,26,26,216.43166520956936
27,hydro_reservoir,2030,0,27,27,217.33397197756645
28,hydro_reservoir,2030,0,28,28,218.5609127129008
29,hydro_reservoir,2030,0,29,29,219.9192837454281
30,hydro_reservoir,2030,0,30,30,219.76726802638498
31,hydro_reservoir,2030,0,31,31,220.49117702851672
32,hydro_reservoir,2030,0,32,32,220.81235079737405
33,hydro_reservoir,2030,0,33,33,220.46494843698324
34,hydro_reservoir,2030,0,34,34,220.86093115166193
35,hydro_reservoir,2030,0,35,35,220.3360731212051
36,hydro_reservoir,2030,0,36,36,219.46189420039374
37,hydro_reservoir,2030,0,37,37,219.04140387293242
