,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country,MK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PECD Zone,MK00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Year,2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scenario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Hour,WS01,WS02,WS03,WS04,WS05,WS06,WS07,WS08,WS09,WS10,WS11,WS12,WS13,WS14,WS15,WS16,WS17,WS18,WS19,WS20,WS21,WS22,WS23,WS24,WS25,WS26,WS27,WS28,WS29,WS30,WS31,WS32,WS33,WS34,WS35,WS36
01.01.,1,0.0472,0.0322,0.0681,0.2052,0.1352,0.1151,0.1906,0.0391,0.1198,0.2447,0.0273,0.1219,0.0033,0.0751,0.0199,0.0158,0.0451,0.0998,0.0474,0.2253,0.0754,0.1374,0.1761,0.1363,0.1008,0.09,0.6352,0.0994,0.0506,0.1213,0.1098,0.2407,0.0067,0.0252,0.3084,0.0475
01.01.,2,0.0429,0.0342,0.0797,0.2166,0.1283,0.1162,0.2973,0.0336,0.126,0.2532,0.0318,0.1181,0.0036,0.067,0.0227,0.0167,0.0462,0.0753,0.0672,0.3762,0.0595,0.1363,0.1811,0.1264,0.0918,0.0827,0.5549,0.0893,0.0542,0.1238,0.0794,0.2105,0.0085,0.0227,0.2764,0.0495
01.01.,3,0.0542,0.0352,0.0877,0.2179,0.1222,0.125,0.4554,0.0271,0.1351,0.2468,0.0376,0.1055,0.0047,0.0639,0.0247,0.0184,0.0464,0.0602,0.108,0.5725,0.0485,0.1282,0.1843,0.1182,0.0812,0.0791,0.4693,0.0765,0.0586,0.1217,0.0653,0.1959,0.0099,0.0199,0.2485,0.0536
01.01.,4,0.0798,0.0332,0.0896,0.2245,0.1043,0.1207,0.5655,0.0196,0.1455,0.2058,0.0466,0.0916,0.0059,0.0618,0.0252,0.0191,0.0505,0.0533,0.1496,0.6895,0.0414,0.1165,0.1821,0.1164,0.069,0.0761,0.4295,0.0675,0.0592,0.1152,0.0578,0.1904,0.0114,0.0179,0.2116,0.0506
01.01.,5,0.1046,0.0289,0.0845,0.2328,0.0806,0.0958,0.5995,0.0135,0.1615,0.17,0.0509,0.0772,0.0077,0.0664,0.0237,0.0195,0.0597,0.0643,0.1662,0.7513,0.0364,0.1117,0.1934,0.133,0.0556,0.077,0.3934,0.0648,0.0572,0.1006,0.0517,0.2002,0.0118,0.0169,0.1834,0.0437
01.01.,6,0.1524,0.0233,0.0854,0.2441,0.0638,0.0738,0.5885,0.0094,0.172,0.1453,0.0565,0.0663,0.0115,0.0671,0.0217,0.0196,0.0689,0.0915,0.1474,0.7727,0.0329,0.1113,0.1796,0.161,0.047,0.0742,0.3884,0.0679,0.0559,0.0849,0.0548,0.2108,0.013,0.0158,0.1594,0.0376
01.01.,7,0.2305,0.0207,0.1046,0.2373,0.0709,0.0652,0.5323,0.0091,0.1608,0.156,0.0647,0.0621,0.0152,0.0712,0.0222,0.0206,0.0637,0.1194,0.116,0.7496,0.0324,0.1097,0.1542,0.2034,0.0393,0.0715,0.4082,0.0738,0.0539,0.0641,0.0642,0.2306,0.0162,0.0145,0.1497,0.0303
01.01.,8,0.4511,0.0214,0.1713,0.2109,0.1079,0.0728,0.4723,0.0122,0.1196,0.24,0.0834,0.0602,0.0166,0.0721,0.0229,0.0194,0.0529,0.1567,0.0948,0.7338,0.0383,0.1102,0.123,0.3221,0.0401,0.0651,0.5234,0.0764,0.0558,0.0415,0.0872,0.2997,0.0162,0.0139,0.1561,0.0233
01.01.,9,0.7263,0.023,0.2902,0.1351,0.1712,0.0851,0.3197,0.0182,0.0594,0.4091,0.0913,0.0538,0.0128,0.0683,0.0249,0.0187,0.033,0.1828,0.0885,0.6784,0.0385,0.0989,0.0884,0.4437,0.0365,0.0488,0.622,0.0731,0.0475,0.0191,0.108,0.3802,0.0148,0.0099,0.1569,0.0134
01.01.,10,0.9141,0.0209,0.4441,0.0739,0.2511,0.1079,0.1771,0.0242,0.0282,0.5703,0.1037,0.0473,0.0069,0.0699,0.0301,0.0134,0.0244,0.1354,0.1089,0.5706,0.034,0.0804,0.0506,0.5271,0.031,0.031,0.688,0.0644,0.035,0.0041,0.126,0.4966,0.0122,0.0068,0.1527,0.0032
01.01.,11,0.9306,0.0375,0.5681,0.0568,0.3052,0.1414,0.1504,0.0614,0.038,0.5964,0.1557,0.0662,0.0107,0.0999,0.0477,0.0105,0.034,0.0998,0.1876,0.5193,0.0285,0.0713,0.0345,0.5248,0.0371,0.0282,0.7001,0.0758,0.0319,0.0018,0.1577,0.5588,0.0263,0.0099,0.1804,0.0018
